yil,ulke,sanatci,sarki,yari_final_no,final_cikis_sirasi,final_sira,final_puan,tele_puan_final,juri_puan_final,yarifinal_cikis_sirasi,yarifinal_sira,yarifinal_puan,finale_kaldı,ev_sahibi,ev_sahibi_ulke,ev_sahibi_uzaklik_km,ilk_10
2016,Birleşik Krallık,Joe & Jake,You're Not Alone,,25.0,24.0,62.0,8.0,54.0,,,,True,False,İsveç,1432.7922380288833,False
2016,Çek Cumhuriyeti,Gabriela Gunčíková,I Stand,1.0,2.0,25.0,41.0,0.0,41.0,10.0,9.0,161.0,True,False,İsveç,1054.2638784595956,False
2016,Almanya,Jamie-Lee Kriewitz,Ghost,,10.0,26.0,11.0,10.0,1.0,,,,True,False,İsveç,810.7215835619496,False
2016,Bosna-Hersek,Dalal & Deen feat. Ana Rucner & Jala,Ljubav Je,1.0,,,,,,17.0,11.0,104.0,False,False,İsveç,1720.3401820411466,False
2016,Kuzey Makedonya,Kaliopi,Dona,2.0,,,,,,8.0,11.0,88.0,False,False,İsveç,1942.0031816295946,False
2016,Belarus,Ivan,Help You Fly,2.0,,,,,,5.0,12.0,84.0,False,False,İsveç,836.5983503118094,False
2016,San Marino,Serhat,I Didn't Know,1.0,,,,,,8.0,12.0,68.0,False,False,İsveç,1753.1736349405503,False
2016,Norveç,Agnete,Icebreaker,2.0,,,,,,15.0,13.0,63.0,False,False,İsveç,416.43828023952125,False
2016,Karadağ,Highway,The Real Thing,1.0,,,,,,15.0,13.0,60.0,False,False,İsveç,1879.8618538193334,False
2016,Slovenya,ManuElla,Blue and Red,2.0,,,,,,11.0,14.0,57.0,False,False,İsveç,1494.3961707355534,False
2016,İzlanda,Greta Salóme,Hear Them Calling,1.0,,,,,,16.0,14.0,51.0,False,False,İsveç,2128.7431308926693,False
2016,Finlandiya,Sandhja,Sing It Away,1.0,,,,,,1.0,15.0,51.0,False,False,İsveç,395.8102514911714,False
2016,İrlanda,Nicky Byrne,Sunlight,2.0,,,,,,7.0,15.0,46.0,False,False,İsveç,1628.3183001270695,False
2016,Arnavutluk,Eneda Tarifa,Fairytale,2.0,,,,,,17.0,16.0,45.0,False,False,İsveç,2005.1886837592251,False
2016,Yunanistan,Argo,Utopian Land,1.0,,,,,,2.0,16.0,44.0,False,False,İsveç,2408.081916448883,False
2016,Danimarka,Lighthouse X,Soldiers of Love,2.0,,,,,,13.0,17.0,34.0,False,False,İsveç,521.8283543394244,False
2016,Moldova,Lidia Isac,Falling Stars,1.0,,,,,,3.0,17.0,33.0,False,False,İsveç,1542.8159114753676,False
2016,İsviçre,Rykka,The Last of Our Kind,2.0,,,,,,3.0,18.0,28.0,False,False,İsveç,1543.8509635777887,False
2016,Estonya,Jüri Pootsmann,Play,1.0,,,,,,13.0,18.0,24.0,False,False,İsveç,378.312737300521,False
2017,Portekiz,Salvador Sobral,Amar Pelos Dois,1.0,11.0,1.0,758.0,376.0,382.0,9.0,1.0,370.0,True,False,Ukrayna,3351.039027049683,True
2017,Bulgaristan,Kristian Kostov,Beautiful Mess,2.0,25.0,2.0,615.0,337.0,278.0,15.0,1.0,403.0,True,False,Ukrayna,1021.4123334498188,True
2017,Moldova,Sunstroke Project,Hey Mamma,1.0,7.0,3.0,374.0,264.0,110.0,12.0,2.0,291.0,True,False,Ukrayna,401.3921835953801,True
2017,Belçika,Blanche,City Lights,1.0,23.0,4.0,363.0,255.0,108.0,5.0,4.0,165.0,True,False,Ukrayna,1835.9467087747928,True
2017,İsveç,Robin Bengtsson,I Can't Go On,1.0,24.0,5.0,344.0,126.0,218.0,1.0,3.0,227.0,True,False,Ukrayna,1264.2412140188364,True
2017,İtalya,Francesco Gabbani,Occidentali's Karma,,9.0,6.0,334.0,208.0,126.0,,,,True,False,Ukrayna,1674.9696225630005,True
2017,Romanya,Ilinca feat. Alex Florea,Yodel It!,2.0,20.0,7.0,282.0,224.0,58.0,5.0,6.0,174.0,True,False,Ukrayna,747.0588197518642,True
2017,Macaristan,Joci Pápai,Origo,2.0,8.0,8.0,200.0,152.0,48.0,7.0,2.0,231.0,True,False,Ukrayna,898.640531736284,True
2017,Avustralya,Isaiah Firebrace,Don't Come Easy,1.0,14.0,9.0,173.0,2.0,171.0,3.0,6.0,160.0,True,False,Ukrayna,14896.54552499738,True
2017,Norveç,Jowst,Grab the Moment,2.0,17.0,10.0,158.0,29.0,129.0,12.0,5.0,189.0,True,False,Ukrayna,1626.6102245622128,True
2017,Hollanda,OG3NE,Lights And Shadows,2.0,6.0,11.0,150.0,15.0,135.0,6.0,4.0,200.0,True,False,Ukrayna,1780.2006484017036,False
2017,Fransa,Alma,Requiem,,26.0,12.0,135.0,90.0,45.0,,,,True,False,Ukrayna,2023.294180998129,False
2017,Hırvatistan,Jacques Houdek,My Friend,2.0,13.0,13.0,128.0,103.0,25.0,11.0,8.0,141.0,True,False,Ukrayna,1193.3910382881868,False
2017,Azerbaycan,Dihaj,Skeletons,1.0,12.0,14.0,120.0,42.0,78.0,8.0,8.0,150.0,True,False,Ukrayna,1868.5308160809811,False
2017,Birleşik Krallık,Lucie Jones,Never Give Up on You,,18.0,15.0,111.0,12.0,99.0,,,,True,False,Ukrayna,2133.2297179698553,False
2017,Avusturya,Nathan Trent,Running On Air,2.0,4.0,16.0,93.0,0.0,93.0,2.0,7.0,147.0,True,False,Ukrayna,1053.428853303382,False
2017,Belarus,Naviband,Historyja Majho Zyccia,2.0,3.0,17.0,83.0,33.0,50.0,14.0,9.0,110.0,True,False,Ukrayna,433.0746721692361,False
2017,Ermenistan,Artsvik,Fly With Me,1.0,5.0,18.0,79.0,21.0,58.0,16.0,7.0,152.0,True,False,Ukrayna,1576.2951279365948,False
2017,Yunanistan,Demy,This is Love,1.0,15.0,19.0,77.0,29.0,48.0,10.0,10.0,115.0,True,False,Ukrayna,1486.9009788925177,False
2017,Danimarka,Anja,Where I Am,2.0,10.0,20.0,77.0,8.0,69.0,8.0,10.0,101.0,True,False,Ukrayna,1327.7437096101787,False
2017,Kıbrıs,Hovig,Gravity,1.0,19.0,21.0,68.0,32.0,36.0,15.0,5.0,164.0,True,False,Ukrayna,1714.445474736346,False
2017,Polonya,Kasia Moś,Flashlight,1.0,2.0,22.0,64.0,41.0,23.0,11.0,9.0,119.0,True,False,Ukrayna,689.0212692361698,False
2017,İsrail,Imri Ziv,I Feel Alive,2.0,1.0,23.0,39.0,5.0,34.0,18.0,3.0,207.0,True,False,Ukrayna,2111.9343231614966,False
2017,Ukrayna,O.Torvald,Time,,22.0,24.0,36.0,24.0,12.0,,,,True,True,Ukrayna,0.0,False
2017,Almanya,Levina,Perfect Life,,21.0,25.0,6.0,3.0,3.0,,,,True,False,Ukrayna,1204.5628895395816,False
2017,İspanya,Manel Navarro,Do It for Your Lover,,16.0,26.0,5.0,5.0,0.0,,,,True,False,Ukrayna,2861.8350894479545,False
2017,Gürcistan,Tamara Gachechiladze,Keep The Faith,1.0,,,,,,2.0,11.0,99.0,False,False,Ukrayna,1462.994364395822,False
2017,Sırbistan,Tijana Bogićević,In Too Deep,2.0,,,,,,1.0,11.0,98.0,False,False,Ukrayna,981.2297947993045,False
2017,İsviçre,Timebelle,Apollo,2.0,,,,,,13.0,12.0,97.0,False,False,Ukrayna,1729.6513391703322,False
2017,Finlandiya,Norma John,Blackbird,1.0,,,,,,7.0,12.0,92.0,False,False,Ukrayna,1136.0542097995615,False
2017,İrlanda,Brendan Murray,Dying To Try,2.0,,,,,,9.0,13.0,86.0,False,False,Ukrayna,2515.5241046880014,False
2017,Estonya,Koit Toome & Laura,Verona,2.0,,,,,,17.0,14.0,85.0,False,False,Ukrayna,1064.4372963542278,False
2017,Çek Cumhuriyeti,Martina Bárta,My Turn,1.0,,,,,,14.0,13.0,83.0,False,False,Ukrayna,1141.4731856044561,False
2017,Arnavutluk,Lindita,World,1.0,,,,,,4.0,14.0,76.0,False,False,Ukrayna,1306.5590308676512,False
2017,Kuzey Makedonya,Jana Burčeska,Dance Alone,2.0,,,,,,3.0,15.0,69.0,False,False,Ukrayna,1170.3312129819356,False
2017,İzlanda,Svala,Paper,1.0,,,,,,13.0,15.0,60.0,False,False,Ukrayna,3367.291341560699,False
2017,Karadağ,Slavko Kalezić,Space,1.0,,,,,,6.0,16.0,56.0,False,False,Ukrayna,1237.3753303462436,False
2017,Malta,Claudia Faniello,Breathlessly,2.0,,,,,,4.0,16.0,55.0,False,False,Ukrayna,2065.137076356461,False
2017,Litvanya,Fusedmarc,Rain Of Revolution,2.0,,,,,,16.0,17.0,42.0,False,False,Ukrayna,589.3114538168633,False
2017,Slovenya,Omar Naber,On My Way,1.0,,,,,,17.0,17.0,36.0,False,False,Ukrayna,1278.6188302846176,False
2017,Letonya,Triana Park,Line,1.0,,,,,,18.0,18.0,21.0,False,False,Ukrayna,836.1046070843996,False
2017,San Marino,Valentina Monetta & Jimmie Wilson,Spirit Of The Night,2.0,,,,,,10.0,18.0,1.0,False,False,Ukrayna,1539.7264608254934,False
2018,İsrail,Netta Barzilai,Toy,1.0,22.0,1.0,529.0,317.0,212.0,7.0,1.0,283.0,True,False,Portekiz,4060.242677805648,True
2018,Kıbrıs,Eleni Foureira,Fuego,1.0,25.0,2.0,436.0,253.0,183.0,19.0,2.0,262.0,True,False,Portekiz,3762.8280528009886,True
2018,Avusturya,Cesár Sampson,Nobody But You,1.0,5.0,3.0,342.0,71.0,271.0,13.0,4.0,231.0,True,False,Portekiz,2297.747963554304,True
2018,Almanya,Michael Schulte,You Let Me Walk Alone,,11.0,4.0,340.0,136.0,204.0,,,,True,False,Portekiz,2311.500300284044,True
2018,İtalya,Ermal Meta & Fabrizio Moro,Non Mi Avete Fatto Niente,,26.0,5.0,308.0,249.0,59.0,,,,True,False,Portekiz,1862.5910830839007,True
2018,Çek Cumhuriyeti,Mikolas Josef,Lie To Me,1.0,14.0,6.0,281.0,215.0,66.0,5.0,3.0,232.0,True,False,Portekiz,2243.4486839882034,True
2018,İsveç,Benjamin Ingrosso,Dance You Off,2.0,20.0,7.0,274.0,21.0,253.0,15.0,2.0,254.0,True,False,Portekiz,2988.460394667464,True
2018,Estonya,Elina Nechayeva,La Forza,1.0,6.0,8.0,245.0,102.0,143.0,9.0,5.0,201.0,True,False,Portekiz,3311.0479531208744,True
2018,Danimarka,Rasmussen,Higher Ground,2.0,15.0,9.0,226.0,188.0,38.0,5.0,5.0,204.0,True,False,Portekiz,2477.5522521352623,True
2018,Moldova,DoReDos,My Lucky Day,2.0,19.0,10.0,209.0,115.0,94.0,7.0,3.0,235.0,True,False,Portekiz,3195.4989579950575,True
2018,Arnavutluk,Eugent Bushpepa,Mall,1.0,12.0,11.0,184.0,58.0,126.0,3.0,8.0,162.0,True,False,Portekiz,2470.5084595305116,False
2018,Litvanya,Ieva Zasimauskaitė,When We're Old,1.0,4.0,12.0,181.0,91.0,90.0,6.0,9.0,119.0,True,False,Portekiz,3119.6060494337485,False
2018,Fransa,Madame Monsieur,Mercy,,13.0,13.0,173.0,59.0,114.0,,,,True,False,Portekiz,1452.8387986659998,False
2018,Bulgaristan,Equinox,Bones,1.0,18.0,14.0,166.0,66.0,100.0,10.0,7.0,177.0,True,False,Portekiz,2753.3498611952573,False
2018,Norveç,Alexander Rybak,That's How You Write a Song,2.0,7.0,15.0,144.0,84.0,60.0,1.0,1.0,266.0,True,False,Portekiz,2737.8438617105785,False
2018,İrlanda,Ryan O'Shaughnessy,Together,1.0,24.0,16.0,136.0,62.0,74.0,18.0,6.0,179.0,True,False,Portekiz,1641.4519410203613,False
2018,Ukrayna,Mélovin,Under the Ladder,2.0,1.0,17.0,130.0,119.0,11.0,18.0,6.0,179.0,True,False,Portekiz,3351.039027049683,False
2018,Hollanda,Waylon,Outlaw In 'Em,2.0,23.0,18.0,121.0,32.0,89.0,8.0,7.0,174.0,True,False,Portekiz,1863.0996147691721,False
2018,Sırbistan,Sanja Ilić & Balkanika,Nova Deca,2.0,10.0,19.0,113.0,75.0,38.0,3.0,9.0,117.0,True,False,Portekiz,2529.260452552087,False
2018,Avustralya,Jessica Mauboy,We Got Love,2.0,16.0,20.0,99.0,9.0,90.0,9.0,4.0,212.0,True,False,Portekiz,18051.875859560903,False
2018,Macaristan,AWS,Viszlát Nyár,2.0,21.0,21.0,93.0,65.0,28.0,13.0,10.0,111.0,True,False,Portekiz,2468.93017014965,False
2018,Slovenya,Lea Sirk,"Hvala, ne!",2.0,3.0,22.0,64.0,23.0,41.0,17.0,8.0,132.0,True,False,Portekiz,2095.910686390711,False
2018,İspanya,Amaia & Alfred,Tu Canción,,2.0,23.0,61.0,18.0,43.0,,,,True,False,Portekiz,502.23722317750014,False
2018,Birleşik Krallık,SuRie,Storm,,9.0,24.0,48.0,25.0,23.0,,,,True,False,Portekiz,1585.0784634897543,False
2018,Finlandiya,Saara Aalto,Monsters,1.0,17.0,25.0,46.0,23.0,23.0,15.0,10.0,108.0,True,False,Portekiz,3360.031434249754,False
2018,Portekiz,Cláudia Pascoal,O Jardim,,8.0,26.0,39.0,18.0,21.0,,,,True,True,Portekiz,0.0,False
2018,Romanya,The Humans,Goodbye,2.0,,,,,,2.0,11.0,107.0,False,False,Portekiz,2974.2867544973055,False
2018,Letonya,Laura Rizzotto,Funny Girl,2.0,,,,,,14.0,12.0,106.0,False,False,Portekiz,3150.701802258639,False
2018,Malta,Christabelle,Taboo,2.0,,,,,,12.0,13.0,101.0,False,False,Portekiz,2108.1089002690364,False
2018,Azerbaycan,Aisel,X My Heart,1.0,,,,,,1.0,11.0,94.0,False,False,Portekiz,4964.408012684024,False
2018,Belçika,Sennek,A Matter of Time,1.0,,,,,,4.0,12.0,91.0,False,False,Portekiz,1712.215272449126,False
2018,İsviçre,Zibbz,Stones,1.0,,,,,,17.0,13.0,86.0,False,False,Portekiz,1627.2862209930133,False
2018,Polonya,Gromee feat. Lukas Meijer,Light Me Up,2.0,,,,,,11.0,14.0,81.0,False,False,Portekiz,2758.491445626497,False
2018,Yunanistan,Yianna Terzi,Oniro Mou,1.0,,,,,,14.0,14.0,81.0,False,False,Portekiz,2851.215482607482,False
2018,Ermenistan,Sevak Khanagyan,Qami,1.0,,,,,,16.0,15.0,79.0,False,False,Portekiz,4536.920745909275,False
2018,Rusya,Julia Samoylova,I Won't Break,2.0,,,,,,6.0,15.0,65.0,False,False,Portekiz,3905.5626601473887,False
2018,Belarus,Alekseev,Forever,1.0,,,,,,8.0,16.0,65.0,False,False,Portekiz,3232.989252545263,False
2018,Hırvatistan,Franka,Crazy,1.0,,,,,,12.0,17.0,63.0,False,False,Portekiz,2200.2093146466473,False
2018,Karadağ,Vanja Radovanović,Inje,2.0,,,,,,16.0,16.0,40.0,False,False,Portekiz,2421.3284066074266,False
2018,San Marino,Jessika feat. Jenifer Brening,Who We Are,2.0,,,,,,4.0,17.0,28.0,False,False,Portekiz,1886.6452555508802,False
2018,Gürcistan,Ethno-Jazz Band Iriao,For You,2.0,,,,,,10.0,18.0,24.0,False,False,Portekiz,4514.901429719269,False
2018,Kuzey Makedonya,Eye Cue,Lost And Found,1.0,,,,,,11.0,18.0,24.0,False,False,Portekiz,2600.882707099104,False
2018,İzlanda,Ari Ólafsson,Our Choice,1.0,,,,,,2.0,19.0,15.0,False,False,Portekiz,2946.5181442170124,False
2019,Hollanda,Duncan Laurence,Arcade,2.0,12.0,1.0,498.0,261.0,237.0,16.0,1.0,280.0,True,False,İsrail,3347.2560899934806,True
2019,İtalya,Mahmood,Soldi,,22.0,2.0,472.0,253.0,219.0,,,,True,False,İsrail,2303.52289325374,True
2019,Rusya,Sergey Lazarev,Scream,2.0,5.0,3.0,370.0,244.0,126.0,13.0,6.0,217.0,True,False,İsrail,2671.9159648419413,True
2019,İsviçre,Luca Hänni,She Got Me,2.0,24.0,4.0,364.0,212.0,152.0,4.0,4.0,232.0,True,False,İsrail,2897.9729977608677,True
2019,İsveç,John Lundvik,Too Late for Love,2.0,9.0,5.0,334.0,93.0,241.0,8.0,3.0,238.0,True,False,İsrail,3319.222919453242,True
2019,Norveç,KEiiNO,Spirit in the Sky,2.0,15.0,6.0,331.0,291.0,40.0,15.0,7.0,210.0,True,False,İsrail,3611.377694671214,True
2019,Kuzey Makedonya,Tamara Todevska,Proud,2.0,8.0,7.0,305.0,58.0,247.0,17.0,2.0,239.0,True,False,İsrail,1667.2604445187271,True
2019,Azerbaycan,Chingiz,Truth,2.0,20.0,8.0,302.0,100.0,202.0,18.0,5.0,224.0,True,False,İsrail,1625.333316571073,True
2019,Avustralya,Kate Miller-Heidke,Zero Gravity,1.0,25.0,9.0,284.0,131.0,153.0,12.0,1.0,261.0,True,False,İsrail,13992.134926609453,True
2019,İzlanda,Hatari,Hatrið mun sigra,1.0,17.0,10.0,232.0,186.0,46.0,13.0,3.0,221.0,True,False,İsrail,5281.0004873933,True
2019,Çek Cumhuriyeti,Lake Malawi,Friend of a Friend,1.0,3.0,11.0,157.0,7.0,150.0,6.0,2.0,242.0,True,False,İsrail,2662.4932170364095,False
2019,Danimarka,Leonora,Love Is Forever,2.0,6.0,12.0,120.0,51.0,69.0,7.0,10.0,94.0,True,False,İsrail,3189.4011457734427,False
2019,Kıbrıs,Tamta,Replay,1.0,11.0,13.0,109.0,32.0,77.0,1.0,9.0,149.0,True,False,İsrail,414.5272892462858,False
2019,Malta,Michela Pace,Chameleon,2.0,1.0,14.0,107.0,20.0,87.0,11.0,8.0,157.0,True,False,İsrail,1962.721535935678,False
2019,Slovenya,Zala Kralj & Gašper Šantl,Sebi,1.0,10.0,15.0,105.0,59.0,46.0,5.0,6.0,167.0,True,False,İsrail,2380.7949738365533,False
2019,Fransa,Bilal Hassani,Roi,,21.0,16.0,105.0,38.0,67.0,,,,True,False,İsrail,3331.5899094844312,False
2019,Arnavutluk,Jonida Maliqi,Ktheju Tokës,2.0,2.0,17.0,90.0,47.0,43.0,14.0,9.0,96.0,True,False,İsrail,1733.2341588434483,False
2019,Sırbistan,Nevena Božović,Kruna,1.0,23.0,18.0,89.0,54.0,35.0,9.0,7.0,156.0,True,False,İsrail,1931.4692331406427,False
2019,San Marino,Serhat,Say Na Na Na,1.0,7.0,19.0,77.0,65.0,12.0,17.0,8.0,150.0,True,False,İsrail,2400.3852524531453,False
2019,Estonya,Victor Crone,Storm,1.0,18.0,20.0,76.0,48.0,28.0,14.0,4.0,198.0,True,False,İsrail,3172.9979958587587,False
2019,Yunanistan,Katerine Duska,Better Love,1.0,13.0,21.0,74.0,24.0,50.0,16.0,5.0,185.0,True,False,İsrail,1252.9825098662402,False
2019,İspanya,Miki,La Venda,,26.0,22.0,54.0,53.0,1.0,,,,True,False,İsrail,3594.7799782996212,False
2019,İsrail,Kobi Marimi,Home,,14.0,23.0,35.0,35.0,0.0,,,,True,True,İsrail,0.0,False
2019,Belarus,Zena,Like It,1.0,19.0,24.0,31.0,13.0,18.0,8.0,10.0,122.0,True,False,İsrail,2533.9896591998017,False
2019,Almanya,S!sters,Sister,,4.0,25.0,24.0,0.0,24.0,,,,True,False,İsrail,2900.5787537670244,False
2019,Birleşik Krallık,Michael Rice,Bigger Than Us,,16.0,26.0,11.0,3.0,8.0,,,,True,False,İsrail,3609.568868077548,False
2019,Polonya,Tulia,Pali się,1.0,,,,,,4.0,11.0,120.0,False,False,İsrail,2548.6391764071905,False
2019,Macaristan,Joci Pápai,Az én apám,1.0,,,,,,7.0,12.0,97.0,False,False,İsrail,2220.971537677073,False
2019,Litvanya,Jurij Veklenko,Run with the Lions,2.0,,,,,,12.0,11.0,93.0,False,False,İsrail,2665.5990050231717,False
2019,Moldova,Anna Odobescu,Stay,2.0,,,,,,3.0,12.0,85.0,False,False,İsrail,1777.9633785499684,False
2019,Belçika,Eliot,Wake Up,1.0,,,,,,10.0,13.0,70.0,False,False,İsrail,3296.6140824389577,False
2019,Romanya,Ester Peony,On a Sunday,2.0,,,,,,6.0,13.0,71.0,False,False,İsrail,1614.7559835617437,False
2019,Gürcistan,Oto Nemsadze,Keep on Going,1.0,,,,,,11.0,14.0,62.0,False,False,İsrail,1393.9686833838723,False
2019,Hırvatistan,Roko,The Dream,2.0,,,,,,10.0,14.0,64.0,False,False,İsrail,2272.181057003228,False
2019,Portekiz,Conan Osíris,Telemóveis,1.0,,,,,,15.0,15.0,51.0,False,False,İsrail,4060.242677805648,False
2019,Letonya,Carousel,That Night,2.0,,,,,,5.0,15.0,50.0,False,False,İsrail,2926.2234359657496,False
2019,Ermenistan,Srbuk,Walking Out,2.0,,,,,,1.0,16.0,49.0,False,False,İsrail,1251.972605758482,False
2019,Karadağ,D mol,Heaven,1.0,,,,,,2.0,16.0,46.0,False,False,İsrail,1840.5216781461806,False
2019,Finlandiya,Darude feat. Sebastian Rejman,Look Away,1.0,,,,,,3.0,17.0,23.0,False,False,İsrail,3246.609574742888,False
2019,Avusturya,Pænda,Limits,2.0,,,,,,9.0,17.0,21.0,False,False,İsrail,2418.9346542298367,False
2019,İrlanda,Sarah McTernan,22,2.0,,,,,,2.0,18.0,16.0,False,False,İsrail,4071.005352147299,False
2020,Fransa,Tom Leeb,The Best in Me,,,,,,,,,,False,False,Hollanda,429.69974559559745,False
2020,Almanya,Ben Dolic,Violent Thing,,,,,,,,,,False,False,Hollanda,576.002886990363,False
2020,İtalya,Diodato,Fai rumore,,,,,,,,,,False,False,Hollanda,1296.7226891604314,False
2020,Hollanda,Jeangu Macrooy,Grow,,23.0,,,,,,,,False,True,Hollanda,0.0,False
2020,İspanya,Blas Cantó,Universo,,,,,,,,,,False,False,Hollanda,1481.0107517557976,False
2020,Birleşik Krallık,James Newman,My Last Breath,,,,,,,,,,False,False,Hollanda,357.73761547640396,False
2020,Avustralya,Montaigne,Don't Break Me,1.0,,,,,,,,,False,False,Hollanda,16626.12064505585,False
2020,Belarus,VAL,Da vidna,1.0,,,,,,,,,False,False,Hollanda,1515.2554940701364,False
2020,İrlanda,Lesley Roy,Story Of My Life,1.0,,,,,,,,,False,False,Hollanda,756.314119505974,False
2020,Litvanya,The Roop,On Fire,1.0,,,,,,,,,False,False,Hollanda,1366.3734739998542,False
2020,Kuzey Makedonya,Vasil,You,1.0,,,,,,,,,False,False,Hollanda,1693.499758849517,False
2020,Rusya,Little Big,Uno,1.0,,,,,,,,,False,False,Hollanda,2147.34045374749,False
2020,Slovenya,Ana Soklič,Voda,1.0,,,,,,,,,False,False,Hollanda,988.1298222807607,False
2020,İsveç,The Mamas,Move,1.0,,,,,,,,,False,False,Hollanda,1125.3782786757763,False
2020,Azerbaycan,Samira Efendi,Cleopatra,1.0,,,,,,,,,False,False,Hollanda,3626.758762101374,False
2020,Belçika,Hooverphonic,Release Me,1.0,,,,,,,,,False,False,Hollanda,173.22943527194417,False
2020,Hırvatistan,Damir Kedžo,Divlji vjetre,1.0,,,,,,,,,False,False,Hollanda,1085.514351465549,False
2020,Kıbrıs,Sandro Nicolas,Running,1.0,,,,,,,,,False,False,Hollanda,2946.2691887785836,False
2020,İsrail,Eden Alene,Feker Libi,1.0,,,,,,,,,False,False,Hollanda,3347.2560899934806,False
2020,Malta,Destiny,All Of My Love,1.0,,,,,,,,,False,False,Hollanda,1981.3849559184575,False
2020,Norveç,Ulrikke Brandstorp,Attention,1.0,,,,,,,,,False,False,Hollanda,912.5536049447944,False
2020,Romanya,Roxen,Alcohol You,1.0,,,,,,,,,False,False,Hollanda,1787.3188676020789,False
2020,Ukrayna,Go_A,Solovey,1.0,,,,,,,,,False,False,Hollanda,1780.2006484017036,False
2020,Avusturya,Vincent Bueno,Alive,2.0,,,,,,,,,False,False,Hollanda,935.4649215673201,False
2020,Çek Cumhuriyeti,Benny Cristo,Kemama,2.0,,,,,,,,,False,False,Hollanda,710.7994890673226,False
2020,Estonya,Uku Suviste,What Love Is,2.0,,,,,,,,,False,False,Hollanda,1457.3253015323758,False
2020,Yunanistan,Stefania,Superg!rl​,2.0,,,,,,,,,False,False,Hollanda,2163.9401431410047,False
2020,İzlanda,Daði & Gagnamagnið,Think About Things,2.0,,,,,,,,,False,False,Hollanda,2011.6871405787474,False
2020,Moldova,Natalia Gordienko,Prison,2.0,,,,,,,,,False,False,Hollanda,1813.6743939890318,False
2020,Polonya,Alicja Szemplińska,Empires,2.0,,,,,,,,,False,False,Hollanda,1093.3039741009147,False
2020,San Marino,Senhit,Freaky!,2.0,,,,,,,,,False,False,Hollanda,1090.5951123724954,False
2020,Sırbistan,Hurricane,Hasta la vista,2.0,,,,,,,,,False,False,Hollanda,1416.0367080132182,False
2020,Arnavutluk,Arilena Ara,Fall From The Sky,2.0,,,,,,,,,False,False,Hollanda,1665.194043993947,False
2020,Ermenistan,Athena Manoukian,Chains On You,2.0,,,,,,,,,False,False,Hollanda,3280.3279222846886,False
2020,Bulgaristan,Victoria,Tears Getting Sober,2.0,,,,,,,,,False,False,Hollanda,1743.1561771692345,False
2020,Danimarka,Ben & Tan,Yes,2.0,,,,,,,,,False,False,Hollanda,621.0904596243221,False
2020,Finlandiya,Aksel Kankaanranta,Looking Back,2.0,,,,,,,,,False,False,Hollanda,1501.4209658512439,False
2020,Gürcistan,Tornike Kipiani,Take Me As I Am,2.0,,,,,,,,,False,False,Hollanda,3196.9876773794135,False
2020,Letonya,Samanta Tīna,Still Breathing,2.0,,,,,,,,,False,False,Hollanda,1330.704447118487,False
2020,Portekiz,Elisa,Medo de sentir,2.0,,,,,,,,,False,False,Hollanda,1863.0996147691721,False
2020,İsviçre,Gjon's Tears,Répondez-moi,2.0,,,,,,,,,False,False,Hollanda,629.9010028889128,False
2021,İtalya,Måneskin,Zitti e buoni,,24.0,1.0,524.0,318.0,206.0,,,,True,False,,,True
2021,Fransa,Barbara Pravi,Voilà,,20.0,2.0,499.0,251.0,248.0,,,,True,False,,,True
2021,İsviçre,Gjon's Tears,Tout l'univers,2.0,11.0,3.0,432.0,165.0,267.0,16.0,1.0,291.0,True,False,,,True
2021,İzlanda,Daði & Gagnamagnið,10 Years,2.0,12.0,4.0,378.0,180.0,198.0,8.0,2.0,288.0,True,False,,,True
2021,Ukrayna,Go_A,Shum,1.0,19.0,5.0,364.0,267.0,97.0,15.0,2.0,267.0,True,False,,,True
2021,Finlandiya,Blind Channel,Dark Side,2.0,16.0,6.0,301.0,218.0,83.0,14.0,5.0,234.0,True,False,,,True
2021,Malta,Destiny,Je Me Casse,1.0,6.0,7.0,255.0,47.0,208.0,16.0,1.0,325.0,True,False,,,True
2021,Litvanya,The Roop,Discoteque,1.0,18.0,8.0,220.0,165.0,55.0,1.0,4.0,203.0,True,False,,,True
2021,Rusya,Manizha,Russian Woman,1.0,5.0,9.0,204.0,100.0,104.0,3.0,3.0,225.0,True,False,,,True
2021,Yunanistan,Stefania,Last Dance,2.0,10.0,10.0,170.0,79.0,91.0,4.0,6.0,184.0,True,False,,,True
2021,Bulgaristan,Victoria,Growing Up Is Getting Old,2.0,17.0,11.0,170.0,30.0,140.0,13.0,3.0,250.0,True,False,,,False
2021,Portekiz,The Black Mamba,Love Is On My Side,2.0,7.0,12.0,153.0,27.0,126.0,12.0,4.0,239.0,True,False,,,False
2021,Moldova,Natalia Gordienko,Sugar,2.0,14.0,13.0,115.0,62.0,53.0,7.0,7.0,179.0,True,False,,,False
2021,İsveç,Tusse,Voices,1.0,25.0,14.0,109.0,63.0,46.0,4.0,7.0,142.0,True,False,,,False
2021,Sırbistan,Hurricane,Loco Loco,2.0,8.0,15.0,102.0,82.0,20.0,9.0,8.0,124.0,True,False,,,False
2021,Kıbrıs,Elena Tsagrinou,El Diablo,1.0,1.0,16.0,94.0,44.0,50.0,8.0,6.0,170.0,True,False,,,False
2021,İsrail,Eden Alene,Set Me Free,1.0,3.0,17.0,93.0,20.0,73.0,12.0,5.0,192.0,True,False,,,False
