tarih,sicaklik_max,sicaklik_min,sicaklik_ort,yagis,ruzgar_max,yil,ay,gun,hafta_gunu,mevsim,il
2021-08-20,24.7,13.0,18.8,0.0,10.7,2021,8,20,Friday,Yaz,Erzurum
2021-08-21,25.9,13.1,18.6,0.3,14.5,2021,8,21,Saturday,Yaz,Erzurum
2021-08-22,26.3,12.9,19.6,0.1,11.6,2021,8,22,Sunday,Yaz,Erzurum
2021-08-23,25.9,12.8,18.6,0.5,16.0,2021,8,23,Monday,Yaz,Erzurum
2021-08-24,26.6,13.5,19.6,0.1,16.6,2021,8,24,Tuesday,Yaz,Erzurum
2021-08-25,28.2,14.2,20.6,0.0,9.7,2021,8,25,Wednesday,Yaz,Erzurum
2021-08-26,27.8,14.8,21.0,0.0,15.3,2021,8,26,Thursday,Yaz,Erzurum
2021-08-27,28.4,13.9,21.1,0.0,11.5,2021,8,27,Friday,Yaz,Erzurum
2021-08-28,30.2,14.9,22.5,0.0,10.8,2021,8,28,Saturday,Yaz,Erzurum
2021-08-29,31.3,15.2,23.3,0.1,12.3,2021,8,29,Sunday,Yaz,Erzurum
2021-08-30,31.1,17.2,23.6,0.0,14.2,2021,8,30,Monday,Yaz,Erzurum
2021-08-31,30.0,15.0,22.0,0.0,11.5,2021,8,31,Tuesday,Yaz,Erzurum
2021-09-01,28.9,13.1,21.2,0.0,11.9,2021,9,1,Wednesday,Sonbahar,Erzurum
2021-09-02,27.5,12.7,18.8,0.0,21.7,2021,9,2,Thursday,Sonbahar,Erzurum
2021-09-03,19.6,8.3,13.1,0.0,16.6,2021,9,3,Friday,Sonbahar,Erzurum
2021-09-04,24.1,6.8,15.1,0.0,11.0,2021,9,4,Saturday,Sonbahar,Erzurum
2021-09-05,25.9,8.5,17.3,0.0,12.7,2021,9,5,Sunday,Sonbahar,Erzurum
2021-09-06,25.7,8.6,17.0,0.0,16.3,2021,9,6,Monday,Sonbahar,Erzurum
2021-09-07,21.8,9.5,15.7,0.6,11.4,2021,9,7,Tuesday,Sonbahar,Erzurum
2021-09-08,23.8,10.5,17.3,0.2,11.2,2021,9,8,Wednesday,Sonbahar,Erzurum
2021-09-09,24.2,11.3,17.6,0.2,13.3,2021,9,9,Thursday,Sonbahar,Erzurum
2021-09-10,26.9,11.2,18.6,0.0,10.3,2021,9,10,Friday,Sonbahar,Erzurum
2021-09-11,26.2,11.1,18.5,0.0,12.8,2021,9,11,Saturday,Sonbahar,Erzurum
2021-09-12,23.9,10.8,16.5,0.0,15.8,2021,9,12,Sunday,Sonbahar,Erzurum
2021-09-13,22.7,10.1,16.4,0.7,11.6,2021,9,13,Monday,Sonbahar,Erzurum
2021-09-14,24.6,9.6,17.3,0.7,10.8,2021,9,14,Tuesday,Sonbahar,Erzurum
2021-09-15,26.2,11.1,17.7,0.0,9.1,2021,9,15,Wednesday,Sonbahar,Erzurum
2021-09-16,23.4,9.9,16.2,0.0,15.0,2021,9,16,Thursday,Sonbahar,Erzurum
2021-09-17,17.4,9.3,12.7,7.5,10.2,2021,9,17,Friday,Sonbahar,Erzurum
2021-09-18,19.6,5.4,12.6,0.0,13.2,2021,9,18,Saturday,Sonbahar,Erzurum
2021-09-19,22.4,7.0,14.5,0.0,15.3,2021,9,19,Sunday,Sonbahar,Erzurum
2021-09-20,20.3,8.7,14.3,0.0,14.8,2021,9,20,Monday,Sonbahar,Erzurum
2021-09-21,21.7,7.7,14.7,0.0,11.6,2021,9,21,Tuesday,Sonbahar,Erzurum
2021-09-22,20.3,8.7,13.3,1.1,14.6,2021,9,22,Wednesday,Sonbahar,Erzurum
2021-09-23,18.0,6.6,11.4,5.0,16.9,2021,9,23,Thursday,Sonbahar,Erzurum
2021-09-24,9.7,4.5,7.2,3.2,10.2,2021,9,24,Friday,Sonbahar,Erzurum
2021-09-25,14.9,1.4,7.9,0.0,19.4,2021,9,25,Saturday,Sonbahar,Erzurum
2021-09-26,15.3,2.5,8.5,0.0,14.2,2021,9,26,Sunday,Sonbahar,Erzurum
2021-09-27,20.2,4.6,11.8,0.0,11.5,2021,9,27,Monday,Sonbahar,Erzurum
2021-09-28,18.8,4.5,11.0,0.0,13.1,2021,9,28,Tuesday,Sonbahar,Erzurum
2021-09-29,18.5,4.6,11.1,0.2,10.8,2021,9,29,Wednesday,Sonbahar,Erzurum
2021-09-30,16.5,6.3,10.2,1.9,12.0,2021,9,30,Thursday,Sonbahar,Erzurum
2021-10-01,13.7,5.4,9.1,9.1,9.5,2021,10,1,Friday,Sonbahar,Erzurum
2021-10-02,19.2,5.7,11.3,0.3,8.0,2021,10,2,Saturday,Sonbahar,Erzurum
2021-10-03,19.4,6.5,11.3,7.1,15.9,2021,10,3,Sunday,Sonbahar,Erzurum
2021-10-04,12.7,4.8,8.1,0.8,10.3,2021,10,4,Monday,Sonbahar,Erzurum
2021-10-05,11.4,3.1,6.2,5.3,9.6,2021,10,5,Tuesday,Sonbahar,Erzurum
2021-10-06,9.5,1.9,4.9,4.1,6.8,2021,10,6,Wednesday,Sonbahar,Erzurum
2021-10-07,13.1,0.1,5.6,0.0,12.4,2021,10,7,Thursday,Sonbahar,Erzurum
2021-10-08,14.6,1.0,7.0,0.0,9.8,2021,10,8,Friday,Sonbahar,Erzurum
2021-10-09,17.2,2.7,8.9,0.0,8.8,2021,10,9,Saturday,Sonbahar,Erzurum
2021-10-10,17.6,5.0,10.7,0.0,7.8,2021,10,10,Sunday,Sonbahar,Erzurum
2021-10-11,18.4,4.9,10.9,0.0,9.8,2021,10,11,Monday,Sonbahar,Erzurum
2021-10-12,20.2,5.1,11.6,0.0,9.7,2021,10,12,Tuesday,Sonbahar,Erzurum
2021-10-13,18.4,6.2,11.2,0.2,18.5,2021,10,13,Wednesday,Sonbahar,Erzurum
2021-10-14,18.5,5.0,11.1,0.0,10.7,2021,10,14,Thursday,Sonbahar,Erzurum
2021-10-15,19.2,7.4,11.9,0.2,11.3,2021,10,15,Friday,Sonbahar,Erzurum
2021-10-16,19.7,6.4,12.2,0.1,10.0,2021,10,16,Saturday,Sonbahar,Erzurum
2021-10-17,18.1,5.5,11.0,0.0,15.5,2021,10,17,Sunday,Sonbahar,Erzurum
2021-10-18,13.6,4.6,8.1,2.2,17.6,2021,10,18,Monday,Sonbahar,Erzurum
2021-10-19,11.0,2.4,5.9,0.8,13.6,2021,10,19,Tuesday,Sonbahar,Erzurum
2021-10-20,9.5,0.1,3.9,0.0,8.5,2021,10,20,Wednesday,Sonbahar,Erzurum
2021-10-21,12.8,-1.9,4.2,0.0,8.7,2021,10,21,Thursday,Sonbahar,Erzurum
2021-10-22,14.7,0.6,6.3,0.0,9.0,2021,10,22,Friday,Sonbahar,Erzurum
2021-10-23,14.3,2.0,7.6,0.0,7.6,2021,10,23,Saturday,Sonbahar,Erzurum
2021-10-24,14.7,0.5,7.1,0.0,11.6,2021,10,24,Sunday,Sonbahar,Erzurum
2021-10-25,7.0,-2.6,2.8,0.0,14.9,2021,10,25,Monday,Sonbahar,Erzurum
2021-10-26,8.0,-3.8,0.5,0.0,11.0,2021,10,26,Tuesday,Sonbahar,Erzurum
2021-10-27,11.2,-3.3,2.7,0.0,9.0,2021,10,27,Wednesday,Sonbahar,Erzurum
2021-10-28,11.7,-0.3,4.7,0.0,9.3,2021,10,28,Thursday,Sonbahar,Erzurum
2021-10-29,8.1,1.7,4.1,10.2,11.2,2021,10,29,Friday,Sonbahar,Erzurum
2021-10-30,9.7,2.6,5.5,4.1,8.4,2021,10,30,Saturday,Sonbahar,Erzurum
2021-10-31,11.7,3.1,6.5,6.2,10.6,2021,10,31,Sunday,Sonbahar,Erzurum
2021-11-01,14.1,4.6,8.2,2.0,10.8,2021,11,1,Monday,Sonbahar,Erzurum
2021-11-02,12.5,4.0,7.9,3.3,5.7,2021,11,2,Tuesday,Sonbahar,Erzurum
2021-11-03,10.9,4.3,7.5,0.1,11.5,2021,11,3,Wednesday,Sonbahar,Erzurum
2021-11-04,13.3,2.4,6.8,0.0,7.6,2021,11,4,Thursday,Sonbahar,Erzurum
2021-11-05,12.9,2.0,6.4,0.0,12.8,2021,11,5,Friday,Sonbahar,Erzurum
2021-11-06,13.1,0.3,5.8,0.0,6.6,2021,11,6,Saturday,Sonbahar,Erzurum
2021-11-07,12.3,0.2,5.6,0.0,8.5,2021,11,7,Sunday,Sonbahar,Erzurum
2021-11-08,12.8,2.0,6.7,0.0,8.9,2021,11,8,Monday,Sonbahar,Erzurum
2021-11-09,13.4,1.1,6.6,0.0,10.5,2021,11,9,Tuesday,Sonbahar,Erzurum
2021-11-10,7.5,-0.2,4.5,0.8,12.6,2021,11,10,Wednesday,Sonbahar,Erzurum
2021-11-11,5.2,-2.4,0.3,0.4,12.6,2021,11,11,Thursday,Sonbahar,Erzurum
2021-11-12,7.4,-3.2,0.8,0.0,13.0,2021,11,12,Friday,Sonbahar,Erzurum
2021-11-13,10.4,-1.8,3.6,0.0,6.4,2021,11,13,Saturday,Sonbahar,Erzurum
2021-11-14,11.8,-0.8,4.4,0.0,6.5,2021,11,14,Sunday,Sonbahar,Erzurum
2021-11-15,11.1,0.2,4.7,0.0,9.0,2021,11,15,Monday,Sonbahar,Erzurum
2021-11-16,7.4,-1.8,2.2,0.0,7.9,2021,11,16,Tuesday,Sonbahar,Erzurum
2021-11-17,9.0,-3.3,1.7,0.0,6.7,2021,11,17,Wednesday,Sonbahar,Erzurum
2021-11-18,8.7,-0.7,2.9,0.0,6.7,2021,11,18,Thursday,Sonbahar,Erzurum
2021-11-19,7.0,-1.7,2.0,0.0,9.5,2021,11,19,Friday,Sonbahar,Erzurum
2021-11-20,5.9,-2.6,0.6,0.4,7.4,2021,11,20,Saturday,Sonbahar,Erzurum
2021-11-21,6.3,-2.3,1.1,0.0,8.6,2021,11,21,Sunday,Sonbahar,Erzurum
2021-11-22,7.4,-2.2,1.5,0.0,9.2,2021,11,22,Monday,Sonbahar,Erzurum
2021-11-23,7.9,-1.6,1.6,0.0,14.0,2021,11,23,Tuesday,Sonbahar,Erzurum
2021-11-24,6.1,-1.6,2.2,0.2,16.4,2021,11,24,Wednesday,Sonbahar,Erzurum
2021-11-25,5.3,1.1,2.3,8.7,5.4,2021,11,25,Thursday,Sonbahar,Erzurum
2021-11-26,4.0,-5.2,0.7,8.5,8.4,2021,11,26,Friday,Sonbahar,Erzurum
2021-11-27,5.0,-5.8,-0.4,0.0,9.0,2021,11,27,Saturday,Sonbahar,Erzurum
2021-11-28,6.8,0.4,3.1,0.3,14.9,2021,11,28,Sunday,Sonbahar,Erzurum
2021-11-29,10.0,1.9,4.6,0.0,13.7,2021,11,29,Monday,Sonbahar,Erzurum
2021-11-30,11.9,0.3,6.0,0.0,11.7,2021,11,30,Tuesday,Sonbahar,Erzurum
2021-12-01,4.3,-7.6,0.6,8.1,18.0,2021,12,1,Wednesday,Kış,Erzurum
2021-12-02,-0.9,-9.8,-5.5,0.0,8.7,2021,12,2,Thursday,Kış,Erzurum
2021-12-03,1.9,-10.8,-5.1,0.0,5.8,2021,12,3,Friday,Kış,Erzurum
2021-12-04,2.5,-13.1,-5.1,0.0,7.7,2021,12,4,Saturday,Kış,Erzurum
2021-12-05,3.8,-5.7,-2.0,0.2,7.9,2021,12,5,Sunday,Kış,Erzurum
2021-12-06,4.0,-6.8,-1.2,0.0,7.0,2021,12,6,Monday,Kış,Erzurum
2021-12-07,8.0,-5.0,-1.2,0.0,9.0,2021,12,7,Tuesday,Kış,Erzurum
2021-12-08,5.1,-4.3,0.1,3.4,9.5,2021,12,8,Wednesday,Kış,Erzurum
2021-12-09,1.9,-5.3,-1.5,1.5,6.9,2021,12,9,Thursday,Kış,Erzurum
2021-12-10,1.9,-9.1,-2.7,0.0,8.2,2021,12,10,Friday,Kış,Erzurum
2021-12-11,4.5,-4.2,-0.4,0.0,5.4,2021,12,11,Saturday,Kış,Erzurum
2021-12-12,8.2,-4.1,0.6,0.0,5.4,2021,12,12,Sunday,Kış,Erzurum
2021-12-13,8.7,-3.4,1.3,0.0,5.9,2021,12,13,Monday,Kış,Erzurum
2021-12-14,8.3,-1.9,2.0,0.5,9.2,2021,12,14,Tuesday,Kış,Erzurum
2021-12-15,8.0,-3.0,1.2,0.2,9.7,2021,12,15,Wednesday,Kış,Erzurum
2021-12-16,7.1,-2.7,0.7,0.1,10.8,2021,12,16,Thursday,Kış,Erzurum
2021-12-17,3.3,-9.3,-2.0,9.2,8.3,2021,12,17,Friday,Kış,Erzurum
2021-12-18,2.0,-9.8,-3.2,4.7,7.2,2021,12,18,Saturday,Kış,Erzurum
2021-12-19,1.9,-6.9,-2.1,4.0,5.5,2021,12,19,Sunday,Kış,Erzurum
2021-12-20,2.2,-4.7,-1.5,4.5,11.7,2021,12,20,Monday,Kış,Erzurum
2021-12-21,-1.1,-7.7,-4.2,1.9,17.1,2021,12,21,Tuesday,Kış,Erzurum
2021-12-22,-7.5,-17.8,-12.8,0.0,12.4,2021,12,22,Wednesday,Kış,Erzurum
2021-12-23,-7.1,-16.4,-12.5,0.0,9.7,2021,12,23,Thursday,Kış,Erzurum
2021-12-24,-7.1,-16.8,-12.4,0.0,7.3,2021,12,24,Friday,Kış,Erzurum
2021-12-25,-2.3,-17.6,-10.1,0.0,9.8,2021,12,25,Saturday,Kış,Erzurum
2021-12-26,0.5,-11.9,-5.7,0.0,5.8,2021,12,26,Sunday,Kış,Erzurum
2021-12-27,0.6,-11.2,-5.9,0.0,6.0,2021,12,27,Monday,Kış,Erzurum
2021-12-28,1.9,-12.3,-6.4,0.0,6.6,2021,12,28,Tuesday,Kış,Erzurum
2021-12-29,0.4,-10.2,-6.4,0.0,6.2,2021,12,29,Wednesday,Kış,Erzurum
2021-12-30,0.2,-11.0,-5.1,0.0,8.0,2021,12,30,Thursday,Kış,Erzurum
2021-12-31,-0.6,-10.3,-5.0,0.0,6.2,2021,12,31,Friday,Kış,Erzurum
2022-01-01,-1.2,-10.3,-4.9,0.5,12.2,2022,1,1,Saturday,Kış,Erzurum
2022-01-02,-0.8,-10.0,-4.6,2.3,15.7,2022,1,2,Sunday,Kış,Erzurum
2022-01-03,-2.3,-9.5,-6.5,0.0,14.8,2022,1,3,Monday,Kış,Erzurum
2022-01-04,-0.1,-9.8,-4.8,1.2,13.0,2022,1,4,Tuesday,Kış,Erzurum
2022-01-05,0.6,-8.3,-4.5,0.0,14.1,2022,1,5,Wednesday,Kış,Erzurum
2022-01-06,3.4,-5.8,-0.9,0.0,5.2,2022,1,6,Thursday,Kış,Erzurum
2022-01-07,1.7,-8.9,-2.4,0.0,5.7,2022,1,7,Friday,Kış,Erzurum
2022-01-08,1.8,-11.3,-4.6,0.0,6.4,2022,1,8,Saturday,Kış,Erzurum
2022-01-09,2.1,-8.8,-4.2,0.6,5.9,2022,1,9,Sunday,Kış,Erzurum
2022-01-10,3.0,-6.7,-1.3,3.7,8.3,2022,1,10,Monday,Kış,Erzurum
2022-01-11,2.1,-7.0,-3.1,0.2,10.7,2022,1,11,Tuesday,Kış,Erzurum
2022-01-12,2.2,-6.0,-1.8,2.0,4.9,2022,1,12,Wednesday,Kış,Erzurum
2022-01-13,1.2,-6.4,-1.8,9.4,14.4,2022,1,13,Thursday,Kış,Erzurum
2022-01-14,-6.4,-13.9,-9.8,0.2,13.2,2022,1,14,Friday,Kış,Erzurum
2022-01-15,-4.5,-16.5,-10.4,0.0,22.3,2022,1,15,Saturday,Kış,Erzurum
2022-01-16,-8.5,-17.6,-13.6,0.0,9.3,2022,1,16,Sunday,Kış,Erzurum
2022-01-17,-9.0,-18.9,-14.8,0.0,10.7,2022,1,17,Monday,Kış,Erzurum
2022-01-18,-4.7,-18.7,-10.9,1.1,9.2,2022,1,18,Tuesday,Kış,Erzurum
2022-01-19,-7.0,-10.5,-9.3,14.2,8.5,2022,1,19,Wednesday,Kış,Erzurum
2022-01-20,-8.8,-14.7,-12.3,1.1,17.6,2022,1,20,Thursday,Kış,Erzurum
2022-01-21,-4.8,-14.6,-11.7,0.0,13.7,2022,1,21,Friday,Kış,Erzurum
2022-01-22,-3.7,-15.3,-10.6,0.0,5.6,2022,1,22,Saturday,Kış,Erzurum
2022-01-23,-2.1,-14.3,-8.3,0.9,11.7,2022,1,23,Sunday,Kış,Erzurum
2022-01-24,-2.4,-10.6,-6.3,4.6,10.8,2022,1,24,Monday,Kış,Erzurum
2022-01-25,-3.4,-13.5,-8.6,1.0,7.8,2022,1,25,Tuesday,Kış,Erzurum
2022-01-26,-1.7,-12.3,-7.0,1.6,8.4,2022,1,26,Wednesday,Kış,Erzurum
2022-01-27,-4.4,-12.6,-6.3,3.3,13.4,2022,1,27,Thursday,Kış,Erzurum
2022-01-28,-5.9,-14.6,-11.1,0.0,7.8,2022,1,28,Friday,Kış,Erzurum
2022-01-29,-5.2,-14.0,-10.1,0.0,8.0,2022,1,29,Saturday,Kış,Erzurum
2022-01-30,-4.7,-16.3,-10.5,0.0,11.2,2022,1,30,Sunday,Kış,Erzurum
2022-01-31,-1.0,-12.4,-6.7,0.0,10.9,2022,1,31,Monday,Kış,Erzurum
2022-02-01,-0.1,-8.3,-4.5,0.0,14.8,2022,2,1,Tuesday,Kış,Erzurum
2022-02-02,1.8,-8.4,-3.0,0.0,9.9,2022,2,2,Wednesday,Kış,Erzurum
2022-02-03,2.2,-6.7,-3.2,0.9,6.4,2022,2,3,Thursday,Kış,Erzurum
2022-02-04,-1.9,-6.9,-4.4,1.2,11.2,2022,2,4,Friday,Kış,Erzurum
2022-02-05,-6.5,-12.9,-8.9,0.2,17.9,2022,2,5,Saturday,Kış,Erzurum
2022-02-06,-3.0,-14.0,-9.0,0.0,13.4,2022,2,6,Sunday,Kış,Erzurum
2022-02-07,-2.0,-13.4,-8.4,0.0,10.7,2022,2,7,Monday,Kış,Erzurum
2022-02-08,-0.4,-12.3,-5.8,0.0,7.4,2022,2,8,Tuesday,Kış,Erzurum
2022-02-09,3.4,-7.6,-1.6,0.0,9.3,2022,2,9,Wednesday,Kış,Erzurum
2022-02-10,0.8,-4.1,-1.6,6.1,11.6,2022,2,10,Thursday,Kış,Erzurum
2022-02-11,-0.6,-11.8,-5.7,0.0,7.9,2022,2,11,Friday,Kış,Erzurum
2022-02-12,4.3,-11.4,-3.7,0.0,8.8,2022,2,12,Saturday,Kış,Erzurum
2022-02-13,2.2,-7.3,-3.3,0.0,7.9,2022,2,13,Sunday,Kış,Erzurum
2022-02-14,3.0,-8.8,-3.8,0.0,8.9,2022,2,14,Monday,Kış,Erzurum
2022-02-15,1.6,-10.1,-4.5,0.0,7.6,2022,2,15,Tuesday,Kış,Erzurum
2022-02-16,1.4,-11.3,-5.6,0.0,7.9,2022,2,16,Wednesday,Kış,Erzurum
2022-02-17,1.4,-12.5,-6.2,0.0,8.4,2022,2,17,Thursday,Kış,Erzurum
2022-02-18,1.8,-8.5,-4.1,0.0,14.5,2022,2,18,Friday,Kış,Erzurum
2022-02-19,2.1,-10.2,-3.8,0.0,9.4,2022,2,19,Saturday,Kış,Erzurum
2022-02-20,4.7,-9.8,-2.4,0.0,7.3,2022,2,20,Sunday,Kış,Erzurum
2022-02-21,4.6,-6.6,-1.5,0.0,17.7,2022,2,21,Monday,Kış,Erzurum
2022-02-22,5.5,-6.5,-0.4,0.0,11.3,2022,2,22,Tuesday,Kış,Erzurum
2022-02-23,5.9,-4.5,0.2,0.5,11.6,2022,2,23,Wednesday,Kış,Erzurum
2022-02-24,6.8,-6.6,-0.0,1.1,9.8,2022,2,24,Thursday,Kış,Erzurum
2022-02-25,5.2,-1.3,1.4,5.3,12.3,2022,2,25,Friday,Kış,Erzurum
2022-02-26,2.8,-6.4,-1.4,2.1,14.5,2022,2,26,Saturday,Kış,Erzurum
2022-02-27,5.1,-6.2,-0.7,0.0,7.7,2022,2,27,Sunday,Kış,Erzurum
2022-02-28,5.5,-7.7,-0.7,0.2,12.5,2022,2,28,Monday,Kış,Erzurum
2022-03-01,3.7,-3.0,0.8,5.5,4.7,2022,3,1,Tuesday,İlkbahar,Erzurum
2022-03-02,5.2,-0.5,1.7,4.8,5.8,2022,3,2,Wednesday,İlkbahar,Erzurum
2022-03-03,5.4,-0.7,2.1,16.0,14.0,2022,3,3,Thursday,İlkbahar,Erzurum
2022-03-04,-1.1,-12.2,-5.4,4.7,18.4,2022,3,4,Friday,İlkbahar,Erzurum
2022-03-05,-1.3,-14.1,-7.2,0.0,17.3,2022,3,5,Saturday,İlkbahar,Erzurum
2022-03-06,0.2,-11.8,-5.6,0.0,16.2,2022,3,6,Sunday,İlkbahar,Erzurum
2022-03-07,2.8,-8.9,-3.1,0.0,8.6,2022,3,7,Monday,İlkbahar,Erzurum
2022-03-08,3.1,-7.1,-2.7,1.9,19.2,2022,3,8,Tuesday,İlkbahar,Erzurum
2022-03-09,1.5,-4.5,-1.0,17.6,6.5,2022,3,9,Wednesday,İlkbahar,Erzurum
2022-03-10,2.7,-3.9,-1.3,4.3,12.6,2022,3,10,Thursday,İlkbahar,Erzurum
2022-03-11,0.9,-7.5,-2.6,11.3,17.7,2022,3,11,Friday,İlkbahar,Erzurum
2022-03-12,-5.3,-11.2,-8.6,7.6,10.5,2022,3,12,Saturday,İlkbahar,Erzurum
2022-03-13,-4.3,-9.5,-7.9,7.5,11.8,2022,3,13,Sunday,İlkbahar,Erzurum
2022-03-14,-6.1,-10.5,-8.7,5.8,14.0,2022,3,14,Monday,İlkbahar,Erzurum
2022-03-15,-5.9,-15.6,-10.2,0.5,11.8,2022,3,15,Tuesday,İlkbahar,Erzurum
2022-03-16,-4.4,-16.5,-10.9,0.5,16.7,2022,3,16,Wednesday,İlkbahar,Erzurum
2022-03-17,-2.9,-15.9,-8.5,0.4,14.8,2022,3,17,Thursday,İlkbahar,Erzurum
2022-03-18,-3.1,-10.1,-7.1,7.5,6.9,2022,3,18,Friday,İlkbahar,Erzurum
2022-03-19,-1.8,-8.9,-6.0,17.5,13.4,2022,3,19,Saturday,İlkbahar,Erzurum
2022-03-20,-4.5,-11.0,-8.0,9.2,8.6,2022,3,20,Sunday,İlkbahar,Erzurum
2022-03-21,-3.2,-11.7,-7.6,0.7,12.1,2022,3,21,Monday,İlkbahar,Erzurum
2022-03-22,1.6,-11.9,-5.3,0.0,11.1,2022,3,22,Tuesday,İlkbahar,Erzurum
2022-03-23,1.6,-5.3,-2.6,9.0,15.9,2022,3,23,Wednesday,İlkbahar,Erzurum
2022-03-24,1.2,-8.3,-3.1,5.1,12.6,2022,3,24,Thursday,İlkbahar,Erzurum
2022-03-25,-0.3,-12.1,-5.1,1.2,7.6,2022,3,25,Friday,İlkbahar,Erzurum
2022-03-26,0.3,-9.7,-5.1,0.0,14.8,2022,3,26,Saturday,İlkbahar,Erzurum
2022-03-27,0.7,-10.8,-5.0,0.0,18.4,2022,3,27,Sunday,İlkbahar,Erzurum
2022-03-28,1.3,-6.9,-3.1,0.0,21.3,2022,3,28,Monday,İlkbahar,Erzurum
2022-03-29,5.7,-8.4,-0.9,0.0,11.0,2022,3,29,Tuesday,İlkbahar,Erzurum
2022-03-30,5.4,-3.4,0.4,0.8,8.4,2022,3,30,Wednesday,İlkbahar,Erzurum
2022-03-31,7.8,-6.1,1.0,0.0,8.9,2022,3,31,Thursday,İlkbahar,Erzurum
2022-04-01,10.0,-4.3,2.8,0.0,8.1,2022,4,1,Friday,İlkbahar,Erzurum
2022-04-02,14.7,0.2,5.3,0.0,11.9,2022,4,2,Saturday,İlkbahar,Erzurum
2022-04-03,14.2,-0.5,6.1,0.0,18.3,2022,4,3,Sunday,İlkbahar,Erzurum
2022-04-04,11.7,-1.2,4.5,0.0,23.8,2022,4,4,Monday,İlkbahar,Erzurum
2022-04-05,11.6,-1.3,5.6,0.0,21.8,2022,4,5,Tuesday,İlkbahar,Erzurum
2022-04-06,12.9,1.2,6.0,14.6,21.2,2022,4,6,Wednesday,İlkbahar,Erzurum
2022-04-07,10.3,0.3,4.7,5.7,10.7,2022,4,7,Thursday,İlkbahar,Erzurum
2022-04-08,10.0,0.9,5.2,12.0,16.4,2022,4,8,Friday,İlkbahar,Erzurum
2022-04-09,9.3,0.2,4.3,0.1,7.2,2022,4,9,Saturday,İlkbahar,Erzurum
2022-04-10,14.0,-1.1,6.2,0.0,11.5,2022,4,10,Sunday,İlkbahar,Erzurum
2022-04-11,14.2,0.5,7.1,0.0,21.6,2022,4,11,Monday,İlkbahar,Erzurum
2022-04-12,6.2,-1.1,3.4,10.8,19.9,2022,4,12,Tuesday,İlkbahar,Erzurum
2022-04-13,-1.3,-10.9,-4.3,7.3,14.1,2022,4,13,Wednesday,İlkbahar,Erzurum
2022-04-14,1.8,-14.8,-5.0,0.0,9.4,2022,4,14,Thursday,İlkbahar,Erzurum
2022-04-15,7.3,-8.2,-0.6,0.0,10.2,2022,4,15,Friday,İlkbahar,Erzurum
2022-04-16,10.1,-6.7,1.6,0.0,9.4,2022,4,16,Saturday,İlkbahar,Erzurum
2022-04-17,14.4,-1.5,5.7,0.0,9.7,2022,4,17,Sunday,İlkbahar,Erzurum
2022-04-18,16.6,0.5,8.1,0.1,12.4,2022,4,18,Monday,İlkbahar,Erzurum
2022-04-19,18.6,3.7,11.4,0.0,21.6,2022,4,19,Tuesday,İlkbahar,Erzurum
2022-04-20,14.5,3.6,9.0,1.7,15.1,2022,4,20,Wednesday,İlkbahar,Erzurum
2022-04-21,14.6,1.3,7.9,0.0,15.3,2022,4,21,Thursday,İlkbahar,Erzurum
2022-04-22,14.4,1.9,7.8,0.0,13.6,2022,4,22,Friday,İlkbahar,Erzurum
2022-04-23,17.8,2.4,9.4,0.0,10.5,2022,4,23,Saturday,İlkbahar,Erzurum
2022-04-24,18.5,4.4,10.8,0.1,12.3,2022,4,24,Sunday,İlkbahar,Erzurum
2022-04-25,18.5,5.3,11.5,0.0,12.8,2022,4,25,Monday,İlkbahar,Erzurum
2022-04-26,18.8,4.6,11.8,0.0,9.7,2022,4,26,Tuesday,İlkbahar,Erzurum
2022-04-27,18.4,6.4,11.7,0.4,9.8,2022,4,27,Wednesday,İlkbahar,Erzurum
2022-04-28,17.0,6.0,10.5,2.6,12.5,2022,4,28,Thursday,İlkbahar,Erzurum
2022-04-29,17.5,4.2,9.5,0.5,12.9,2022,4,29,Friday,İlkbahar,Erzurum
2022-04-30,17.4,3.3,9.5,4.4,15.5,2022,4,30,Saturday,İlkbahar,Erzurum
2022-05-01,14.0,4.2,9.0,12.7,9.8,2022,5,1,Sunday,İlkbahar,Erzurum
2022-05-02,12.3,4.1,7.3,3.1,11.4,2022,5,2,Monday,İlkbahar,Erzurum
2022-05-03,14.5,2.8,8.5,2.3,16.4,2022,5,3,Tuesday,İlkbahar,Erzurum
2022-05-04,15.8,4.0,9.7,1.9,9.7,2022,5,4,Wednesday,İlkbahar,Erzurum
2022-05-05,10.9,3.3,6.6,21.8,13.6,2022,5,5,Thursday,İlkbahar,Erzurum
2022-05-06,11.2,2.6,5.6,6.8,12.8,2022,5,6,Friday,İlkbahar,Erzurum
2022-05-07,9.7,2.4,5.5,2.5,11.0,2022,5,7,Saturday,İlkbahar,Erzurum
2022-05-08,10.5,1.5,5.8,0.1,14.8,2022,5,8,Sunday,İlkbahar,Erzurum
2022-05-09,11.7,0.1,5.0,4.1,14.0,2022,5,9,Monday,İlkbahar,Erzurum
2022-05-10,9.7,1.8,5.1,2.1,7.4,2022,5,10,Tuesday,İlkbahar,Erzurum
2022-05-11,12.4,-0.8,5.9,0.0,17.1,2022,5,11,Wednesday,İlkbahar,Erzurum
2022-05-12,11.1,1.2,5.3,1.8,16.3,2022,5,12,Thursday,İlkbahar,Erzurum
2022-05-13,14.6,-1.5,6.6,0.0,9.2,2022,5,13,Friday,İlkbahar,Erzurum
