aday_id,yorunge_periyodu_gun,transit_suresi_saat,transit_derinligi_ppm,gezegen_yaricap_dunya,yildiz_sicakligi_K,yildiz_yaricap_gunes,denge_sicakligi_K,sinyal_gurultu_orani,yasanabilir_bolge,gercek_gezegen,durum
K06269.01,7.45301717,3.685,551.5,37.37,4475.0,16.755,2595.0,18.3,False,False,Yanlış Pozitif
K06270.01,2.442941283,4.1847,37338.0,48.18,5780.0,1.0,1352.0,229.7,False,False,Yanlış Pozitif
K06394.01,3.684337918,2.1931,76.7,12.52,9609.0,2.108,2481.0,31.4,False,False,Yanlış Pozitif
K06395.01,11.2570616,29.059,690235.0,162.84,6915.0,1.875,1272.0,655.2,False,False,Yanlış Pozitif
K06396.01,21.858963291,6.32492,117113.0,114.63,5923.0,2.06,925.0,2951.2,False,False,Yanlış Pozitif
K06397.01,1.461270059,16.467,3348.7,26.29,5226.0,0.674,1253.0,131.0,False,False,Yanlış Pozitif
K06398.01,9.4022333,2.79,316.0,23.61,4597.0,13.874,2309.0,9.8,False,False,Yanlış Pozitif
K06400.01,9.543584955,3.72007,68184.5,77.97,5537.0,1.785,1141.0,3442.2,False,False,Yanlış Pozitif
K06518.01,18.611957253,4.24721,124833.0,65.5,6492.0,1.17,829.0,2671.7,False,False,Yanlış Pozitif
K06519.01,0.73240662,4.33,329.0,3.65,7392.0,1.772,3191.0,15.3,False,False,Yanlış Pozitif
K06520.01,2.954598,24.79,337.8,89.95,6955.0,2.161,2148.0,18.1,False,False,Yanlış Pozitif
K06521.01,0.562006231,3.496,14.2,0.58,6609.0,1.455,2978.0,12.8,False,False,Yanlış Pozitif
K06522.01,3.21559054,16.261,202.4,18.8,6300.0,1.036,1366.0,87.1,False,False,Yanlış Pozitif
K06523.01,1.547426532,16.1346,532.9,3.62,6612.0,1.264,1973.0,210.1,False,False,Yanlış Pozitif
K06524.01,12.851722103,5.71731,42518.6,47.26,5838.0,0.967,781.0,1537.8,False,False,Yanlış Pozitif
K06525.01,4.2055797,19.4,100.5,1.8,6190.0,1.259,1345.0,71.7,False,False,Yanlış Pozitif
K06654.01,0.957476003,0.6624,450.7,2.47,6312.0,1.122,2138.0,20.2,False,False,Yanlış Pozitif
K06655.01,1.559360638,5.4458,280066.0,94.2,7002.0,1.488,2234.0,419.9,False,False,Yanlış Pozitif
K06658.01,2.313367981,2.42645,13437.5,33.55,5508.0,0.764,1180.0,733.6,False,False,Yanlış Pozitif
K06659.01,76.01811375,13.4849,80671.0,63.58,6703.0,1.892,652.0,604.3,False,False,Yanlış Pozitif
K06787.01,1.574063832,5.6357,1118.1,28.63,5951.0,0.962,1619.0,145.3,False,False,Yanlış Pozitif
K06788.01,2.51989935,1.55,147.2,1.04,5646.0,0.841,1217.0,7.7,False,False,Yanlış Pozitif
K06789.01,3.867613816,5.36467,340908.0,69.23,5780.0,1.046,1203.0,1379.1,False,False,Yanlış Pozitif
K06790.01,0.733726452,2.309,114.6,0.86,5855.0,0.797,1867.0,13.8,False,False,Yanlış Pozitif
K06791.01,36.473115046,2.91005,161926.0,53.1,5452.0,0.766,467.0,1899.1,False,False,Yanlış Pozitif
K06792.01,4.238855579,5.2235,68002.0,38.01,5655.0,0.804,1044.0,374.8,False,False,Yanlış Pozitif
K06794.01,1.17033848,11.56,17.3,0.98,8027.0,2.314,3272.0,13.4,False,False,Yanlış Pozitif
K06795.01,7.841066931,5.47901,342094.0,56.33,5973.0,0.829,876.0,3314.7,False,False,Yanlış Pozitif
K06920.01,4.292599454,4.73293,140032.0,64.04,6467.0,1.174,1319.0,1329.6,False,False,Yanlış Pozitif
K06922.01,2.113197701,3.46341,57315.5,50.13,6215.0,1.463,1825.0,1048.1,False,False,Yanlış Pozitif
K06923.01,11.02822674,8.275,278035.0,75.47,6271.0,1.387,1028.0,4680.2,False,False,Yanlış Pozitif
K06924.01,70.37626987,6.4205,116050.0,40.43,5458.0,0.755,373.0,759.7,False,False,Yanlış Pozitif
K07051.01,0.772803664,1.368,290.2,1.11,4535.0,0.668,1365.0,8.5,False,False,Yanlış Pozitif
K07052.01,7.549299761,2.46338,44575.7,18.8,5085.0,0.634,690.0,907.2,False,False,Yanlış Pozitif
K07053.01,0.530972263,3.653,48.6,9.32,6185.0,0.991,2373.0,12.1,False,False,Yanlış Pozitif
K07054.01,0.530967171,3.8102,378394.0,92.29,5951.0,0.991,2312.0,671.9,False,False,Yanlış Pozitif
K07055.01,1.606163631,4.92516,144603.0,130.46,8027.0,2.314,2943.0,1662.0,False,False,Yanlış Pozitif
K07056.01,42.032096076,11.6768,391261.0,79.17,6618.0,1.117,622.0,2164.4,False,False,Yanlış Pozitif
K07057.01,0.619303759,6.6038,74.5,4.71,7138.0,1.684,3232.0,3.5,False,False,Yanlış Pozitif
K07058.01,22.470494368,7.39097,45979.0,19.12,5315.0,0.697,518.0,2393.2,False,False,Yanlış Pozitif
K07185.01,37.482223878,4.81451,28976.8,114.14,6422.0,2.415,902.0,1262.3,False,False,Yanlış Pozitif
K07186.01,3.71186243,1.032,53.9,0.95,6302.0,1.258,1406.0,7.0,False,False,Yanlış Pozitif
K07187.01,1.077358008,3.6713,311051.0,70.64,6100.0,1.064,1925.0,537.4,False,False,Yanlış Pozitif
K07188.01,3.55643514,8.529,45.8,0.75,5831.0,1.109,1297.0,13.4,False,False,Yanlış Pozitif
K07189.01,0.5366497,2.887,105.4,0.92,5822.0,0.898,2142.0,10.6,False,False,Yanlış Pozitif
K07191.01,1.480324075,3.20209,400007.0,47.81,5260.0,0.717,1313.0,1095.9,False,False,Yanlış Pozitif
K07192.01,12.08353781,7.90317,43086.6,50.33,6770.0,2.214,1310.0,3799.5,False,False,Yanlış Pozitif
K07892.01,10.692115,4.657,408.4,2.71,6474.0,1.242,1008.0,9.4,False,True,Gerçek Gezegen
K07318.01,0.934926138,3.1925,131941.0,58.67,5962.0,1.078,1957.0,1149.3,False,False,Yanlış Pozitif
K07321.01,0.93374699,6.168,172.1,103.98,4909.0,5.272,3442.0,25.5,False,False,Yanlış Pozitif
K07322.01,0.933759404,3.491,114.9,0.99,5766.0,0.866,1763.0,18.9,False,False,Yanlış Pozitif
K07323.01,0.93373711,3.151,12.9,0.37,6300.0,1.025,2077.0,11.2,False,False,Yanlış Pozitif
K07325.01,45.43324862,14.242,414352.0,77.25,5731.0,1.08,529.0,1337.0,False,False,Yanlış Pozitif
K07326.01,1.398890216,4.9641,66012.0,57.48,6134.0,1.051,1784.0,204.0,False,False,Yanlış Pozitif
K07450.01,12.314402323,5.8903,393895.0,75.21,6247.0,1.066,864.0,2540.6,False,False,Yanlış Pozitif
K07451.01,0.691823991,5.965,165.9,1.23,5226.0,0.962,1878.0,18.0,False,False,Yanlış Pozitif
K07452.01,25.431861399,5.23771,46564.7,43.42,5754.0,0.9,601.0,785.0,False,False,Yanlış Pozitif
K07453.01,3.98855869,1.467,214.1,2.4,5791.0,1.646,1447.0,10.5,False,False,Yanlış Pozitif
K07454.01,20.413052415,4.4621,92672.5,35.03,5941.0,0.963,668.0,1620.8,False,False,Yanlış Pozitif
K07456.01,0.527679032,1.395,84.1,0.79,5799.0,0.86,2115.0,14.8,False,False,Yanlış Pozitif
K07457.01,0.527673075,1.3693,26.1,0.42,5367.0,0.828,1970.0,2.3,False,False,Yanlış Pozitif
K06271.01,2.44295727,4.0656,15298.0,44.35,5780.0,1.0,1352.0,85.5,False,False,Yanlış Pozitif
K06272.01,3.31587688,3.152,185.6,1.27,5385.0,0.875,1097.0,11.4,False,False,Yanlış Pozitif
K06273.01,49.788613011,7.41807,219219.0,32.57,3892.0,0.542,271.0,1566.8,False,False,Yanlış Pozitif
K06275.01,1.38607973,8.7,64.6,0.6,5261.0,0.768,1356.0,2.8,False,False,Yanlış Pozitif
K06277.01,0.648868342,2.82428,34769.5,72.32,6531.0,1.524,2882.0,477.0,False,False,Yanlış Pozitif
K06278.01,5.088582739,7.6066,448.9,46.02,7514.0,1.955,1786.0,40.3,False,False,Yanlış Pozitif
K06403.01,0.792023257,3.2604,176.6,0.81,4447.0,0.625,1300.0,49.6,False,False,Yanlış Pozitif
K06404.01,10.643743766,6.29783,436506.0,47.87,5282.0,0.694,675.0,3167.9,False,False,Yanlış Pozitif
K06405.01,1.7317958,2.924,60.6,1.19,5691.0,1.508,1825.0,10.5,False,False,Yanlış Pozitif
K06406.01,8.65298599,1.549,313.8,1.36,5210.0,0.749,734.0,12.4,False,False,Yanlış Pozitif
K06407.01,1.19563447,5.3934,8245.0,14.94,5583.0,1.413,1988.0,105.8,False,False,Yanlış Pozitif
K06408.01,0.550537628,1.216,72.0,1.93,8098.0,2.199,4181.0,4.9,False,False,Yanlış Pozitif
K06410.01,2.53470797,20.143,328.2,50.25,6440.0,2.254,2117.0,99.5,False,False,Yanlış Pozitif
K06527.01,0.530799654,3.487,318.5,2.92,6534.0,1.622,3102.0,12.5,False,False,Yanlış Pozitif
K06531.01,1.0429419,7.22,412.0,2.49,5780.0,1.0,1795.0,40.9,False,False,Yanlış Pozitif
K06533.01,6.12650913,15.43,2434.0,9.08,6881.0,1.534,1370.0,3.1,False,False,Yanlış Pozitif
K06534.01,0.720589427,4.329,70.0,1.95,8497.0,2.211,3927.0,1.7,False,False,Yanlış Pozitif
K06661.01,0.573036404,1.3176,4174.5,9.97,5745.0,1.196,2376.0,419.6,False,False,Yanlış Pozitif
K06662.01,0.643171495,2.31285,41160.0,54.03,5899.0,0.989,2193.0,641.4,False,False,Yanlış Pozitif
K06663.01,14.086776961,10.1279,106837.0,65.6,7138.0,1.89,1197.0,1856.9,False,False,Yanlış Pozitif
K06665.01,1.872620976,1.7626,1530.6,31.43,6031.0,1.004,1550.0,181.9,False,False,Yanlış Pozitif
K06667.01,17.527826808,5.78491,347519.0,49.36,5079.0,0.732,554.0,2450.1,False,False,Yanlış Pozitif
K06668.01,27.467217305,4.17961,71766.5,38.87,5503.0,0.742,527.0,1986.1,False,False,Yanlış Pozitif
K06796.01,40.879068,6.562,499.2,3.35,6072.0,0.923,533.0,12.2,False,False,Yanlış Pozitif
K06797.01,0.566802325,1.842,288.4,1.4,5233.0,0.824,1889.0,70.3,False,False,Yanlış Pozitif
K06799.01,0.634946497,2.40541,426554.0,52.75,4446.0,0.737,1475.0,541.4,False,False,Yanlış Pozitif
K06800.01,5.077746556,3.1718,18836.7,54.93,6174.0,1.271,1274.0,616.9,False,False,Yanlış Pozitif
K06801.01,2.00383703,3.473,42.3,0.67,6045.0,1.028,1518.0,10.5,False,False,Yanlış Pozitif
K06802.01,5.321224925,7.48973,98872.1,40.62,5787.0,0.758,958.0,1203.4,False,False,Yanlış Pozitif
K06803.01,2.340534383,4.43017,241360.0,69.55,6300.0,1.136,1581.0,881.5,False,False,Yanlış Pozitif
K06926.01,0.580724809,1.82,64.2,0.75,5989.0,0.933,2191.0,16.9,False,False,Yanlış Pozitif
K06928.01,1.72933255,3.631,29.7,0.69,5921.0,1.211,1745.0,17.1,False,False,Yanlış Pozitif
K06929.01,1.729338354,6.8524,140158.0,139.36,5587.0,2.553,2230.0,379.7,False,False,Yanlış Pozitif
K06930.01,0.567493852,1.35349,7984.0,65.47,6370.0,1.548,3024.0,1219.8,False,False,Yanlış Pozitif
K06932.01,2.105238039,5.23595,94675.0,75.1,5947.0,1.885,1966.0,1071.9,False,False,Yanlış Pozitif
K06933.01,7.226944171,23.0124,682175.0,237.79,6270.0,1.36,1179.0,3076.6,False,False,Yanlış Pozitif
K07059.01,31.973311701,13.2105,75053.7,272.44,7854.0,3.462,1289.0,1554.1,False,False,Yanlış Pozitif
K07062.01,20.849919614,13.7687,313094.0,2912.48,7355.0,1.984,1099.0,1614.7,False,False,Yanlış Pozitif
K07063.01,15.120212531,3.50007,24616.5,33.11,5232.0,0.725,605.0,928.2,False,False,Yanlış Pozitif
K07064.01,3.481657589,4.75315,347012.0,78.24,6225.0,1.291,1485.0,7428.7,False,False,Yanlış Pozitif
K07065.01,0.739769962,1.95901,20729.3,82.29,6465.0,1.847,3013.0,726.2,False,False,Yanlış Pozitif
K07066.01,6.570421193,4.4698,60118.0,33.99,5812.0,0.908,946.0,712.6,False,False,Yanlış Pozitif
K07067.01,0.541405029,2.7481,327656.0,125.64,5096.0,1.782,2679.0,541.2,False,False,Yanlış Pozitif
K07193.01,2.17814186,1.988,127.7,0.92,5101.0,0.84,1174.0,11.2,False,False,Yanlış Pozitif
K07196.01,0.609662423,4.24033,140917.0,110.14,7498.0,2.274,3834.0,3250.1,False,False,Yanlış Pozitif
K07198.01,0.953299962,1.69478,2236.6,35.67,6183.0,1.02,2011.0,298.0,False,False,Yanlış Pozitif
K07200.01,2.745640575,3.04508,45264.7,47.22,5780.0,1.0,1300.0,918.0,False,False,Yanlış Pozitif
K07328.01,12.180721266,4.15602,414950.0,63.25,5750.0,0.882,742.0,1809.8,False,False,Yanlış Pozitif
K07329.01,50.467024395,8.96181,103144.0,52.88,6137.0,1.012,523.0,1435.1,False,False,Yanlış Pozitif
K07331.01,0.84986054,1.3875,6571.5,67.45,5164.0,1.676,2260.0,100.1,False,False,Yanlış Pozitif
K07332.01,0.933728196,3.441,67.7,0.85,6170.0,1.032,2006.0,13.3,False,False,Yanlış Pozitif
K07333.01,2.03742712,3.939,36.0,0.9,6356.0,1.358,1812.0,11.4,False,False,Yanlış Pozitif
K07334.01,5.274819905,4.6688,108965.0,100.89,7247.0,1.834,1646.0,902.5,False,False,Yanlış Pozitif
K07458.01,0.527678272,2.33166,247744.0,75.31,5321.0,1.475,2551.0,706.1,False,False,Yanlış Pozitif
K07459.01,3.55027051,1.879,212.7,1.15,5497.0,0.8,1036.0,7.6,False,False,Yanlış Pozitif
K07461.01,65.4317194,12.2384,153407.0,59.22,6201.0,1.04,490.0,1146.6,False,False,Yanlış Pozitif
K07462.01,1.718649321,3.94095,190567.0,39.08,6071.0,0.865,1499.0,833.4,False,False,Yanlış Pozitif
K07463.01,7.2949175,41.04,182.8,11.67,5289.0,0.731,763.0,18.9,False,False,Yanlış Pozitif
K07464.01,7.2935801,40.02,124.5,17.41,5900.0,0.951,925.0,26.6,False,False,Yanlış Pozitif
K07465.01,42.9261364,2.578,378.4,1.84,5628.0,0.953,490.0,8.6,False,False,Yanlış Pozitif
K06279.01,1.89129338,5.677,33.8,0.42,4986.0,0.733,1152.0,15.1,False,False,Yanlış Pozitif
K06280.01,1.89124453,5.08,31.0,1.19,5850.0,1.977,2200.0,19.4,False,False,Yanlış Pozitif
K06281.01,1.89134201,4.674,128.9,0.92,5658.0,0.815,1325.0,8.9,False,False,Yanlış Pozitif
K06282.01,87.87826191,12.8138,339056.0,110.85,5784.0,1.642,530.0,1974.6,False,False,Yanlış Pozitif
K06283.01,15.926632768,7.42888,271858.0,57.95,5496.0,0.917,670.0,2278.9,False,False,Yanlış Pozitif
K06284.01,0.958116585,2.3496,2374.1,49.16,6032.0,1.365,2271.0,296.0,False,False,Yanlış Pozitif
K06285.01,39.841522897,8.79024,143685.0,116.52,6078.0,2.07,765.0,4421.6,False,False,Yanlış Pozitif
K06286.01,1.891268461,8.24958,641910.0,399.93,11287.0,4.662,5047.0,4211.8,False,False,Yanlış Pozitif
K06287.01,1.89114441,8.724,49.9,6.57,4267.0,0.627,932.0,16.7,False,False,Yanlış Pozitif
K06411.01,61.25964956,12.1777,233258.0,54.72,5912.0,0.889,447.0,880.3,False,False,Yanlış Pozitif
K06412.01,0.872359598,3.74512,267053.0,67.08,6240.0,1.048,2112.0,1063.2,False,False,Yanlış Pozitif
K06413.01,374.318792,5.96,1541400.0,243.21,5997.0,0.815,241.0,10.3,False,False,Yanlış Pozitif
K06414.01,5.627911313,7.08223,434329.0,81.61,6280.0,1.115,1167.0,2890.7,False,False,Yanlış Pozitif
K06415.01,0.62927655,0.9698,839.5,4.64,5628.0,0.976,2102.0,30.9,False,False,Yanlış Pozitif
K06416.01,1.22578134,2.235,99376.0,53.32,5780.0,1.0,1701.0,86.8,False,False,Yanlış Pozitif
K06417.01,0.751408792,2.2974,17481.0,41.48,5697.0,0.903,1926.0,267.3,False,False,Yanlış Pozitif
K06418.01,0.866344816,1.9188,233.6,6.85,4936.0,4.527,3569.0,46.5,False,False,Yanlış Pozitif
K06419.01,2.24294107,2.532,39.4,0.75,6082.0,1.184,1654.0,12.1,False,False,Yanlış Pozitif
K06535.01,0.950487062,2.9283,11.5,1.35,8107.0,3.385,4231.0,15.4,False,False,Yanlış Pozitif
K06536.01,5.579631021,3.38646,118321.0,90.32,6188.0,1.022,1108.0,1268.7,False,False,Yanlış Pozitif
K06537.01,21.37831102,21.7174,80571.0,97.23,4905.0,3.484,1062.0,852.2,False,False,Yanlış Pozitif
K06539.01,0.541396363,2.384,181.0,2.04,7118.0,1.489,3204.0,20.4,False,False,Yanlış Pozitif
K06540.01,0.550509602,1.1836,123.5,5.02,4891.0,4.529,3938.0,24.0,False,False,Yanlış Pozitif
K06541.01,2.404293523,4.4649,8150.9,888.7,4697.0,17.032,4178.0,471.2,False,False,Yanlış Pozitif
K06669.01,25.836831272,6.32201,145045.0,50.72,5691.0,0.897,587.0,3016.9,False,False,Yanlış Pozitif
K06670.01,0.94895231,3.952,57.7,2.51,6661.0,3.067,3464.0,18.1,False,False,Yanlış Pozitif
K06671.01,11.702203927,2.75173,28998.7,57.95,6148.0,2.133,1240.0,2184.7,False,False,Yanlış Pozitif
K06673.01,3.722775537,14.3309,107594.0,90.36,5425.0,2.592,1731.0,864.9,False,False,Yanlış Pozitif
K06674.01,1.245342215,4.40308,234086.0,90.34,6967.0,1.476,2341.0,1178.5,False,False,Yanlış Pozitif
K06675.01,0.604755462,1.3741,334.5,1.29,4842.0,0.726,1598.0,40.3,False,False,Yanlış Pozitif
K06677.01,8.144135648,8.88876,87880.8,56.52,7605.0,1.862,1491.0,6113.7,False,False,Yanlış Pozitif
K06804.01,0.566795196,2.18,14.8,0.35,5680.0,0.908,2066.0,13.1,False,False,Yanlış Pozitif
K06805.01,0.566798827,3.662,34.9,0.52,5548.0,0.889,2045.0,21.9,False,False,Yanlış Pozitif
K06806.01,0.56678012,3.257,27.6,0.49,5674.0,0.911,2073.0,13.5,False,False,Yanlış Pozitif
K06807.01,0.566800113,3.315,104.0,0.58,3844.0,0.526,1180.0,18.1,False,False,Yanlış Pozitif
K06808.01,0.56679293,3.814,101.1,0.86,5812.0,0.853,2064.0,22.1,False,False,Yanlış Pozitif
K06809.01,0.566809491,3.156,69.5,0.55,4987.0,0.654,1656.0,21.0,False,False,Yanlış Pozitif
K06810.01,0.566799218,4.227,18.2,0.79,6108.0,1.753,3153.0,19.2,False,False,Yanlış Pozitif
K06811.01,0.566797404,4.109,69.4,0.64,5313.0,0.784,1890.0,18.8,False,False,Yanlış Pozitif
K06935.01,4.719336335,2.83787,12367.1,91.91,6792.0,2.058,1722.0,632.4,False,False,Yanlış Pozitif
K06936.01,1.258274109,1.92467,14159.9,25.98,4937.0,0.587,1207.0,669.1,False,False,Yanlış Pozitif
K06937.01,8.966610607,4.01883,59618.5,56.94,6480.0,1.132,1038.0,2049.1,False,False,Yanlış Pozitif
K06938.01,15.32763411,6.0662,17749.0,291.01,4830.0,6.784,1472.0,117.0,False,False,Yanlış Pozitif
K06939.01,2.10413487,4.2269,321239.0,67.03,5780.0,1.0,1421.0,86.4,False,False,Yanlış Pozitif
K06940.01,6.767341062,4.49213,244952.0,52.84,5926.0,0.843,933.0,3356.8,False,False,Yanlış Pozitif
K06941.01,1.92730001,18.812,6177.1,45.99,6057.0,1.11,1614.0,351.1,False,False,Yanlış Pozitif
K07068.01,48.79936881,8.80873,324547.0,67.36,6170.0,0.992,525.0,1151.6,False,False,Yanlış Pozitif
K07070.01,5.882036054,5.16326,238518.0,119.09,5837.0,1.187,1114.0,2168.4,False,False,Yanlış Pozitif
K07071.01,4.059428737,5.26926,245217.0,67.38,6610.0,1.33,1455.0,5461.0,False,False,Yanlış Pozitif
K07075.01,19.35954117,12.8464,386979.0,101.44,6198.0,1.567,942.0,3590.2,False,False,Yanlış Pozitif
K07201.01,1.287097944,1.94,106.1,0.89,5906.0,0.852,1631.0,12.3,False,False,Yanlış Pozitif
K07202.01,3.5565617,6.691,68.0,0.52,4964.0,0.633,883.0,10.0,False,False,Yanlış Pozitif
K07203.01,3.55646511,4.72,46.1,0.56,5475.0,0.818,1076.0,7.8,False,False,Yanlış Pozitif
K07204.01,3.661895766,35.6374,35477.1,374.78,6793.0,1.589,1708.0,291.7,False,False,Yanlış Pozitif
K07206.01,2.35195525,5.98883,212828.0,59.62,6550.0,1.225,1678.0,1819.1,False,False,Yanlış Pozitif
K07207.01,1.882438182,3.50695,344205.0,74.77,6322.0,1.213,1818.0,2051.3,False,False,Yanlış Pozitif
K07335.01,5.682410334,5.33373,220418.0,72.9,5897.0,1.196,1141.0,2041.6,False,False,Yanlış Pozitif
K07336.01,2.199069234,6.30646,225250.0,118.99,6613.0,1.925,2104.0,5915.4,False,False,Yanlış Pozitif
K07337.01,1.481655821,3.4913,59134.0,59.19,6478.0,1.174,1935.0,554.4,False,False,Yanlış Pozitif
K07338.01,0.93370968,3.356,62.2,0.38,3615.0,0.42,865.0,9.2,False,False,Yanlış Pozitif
K07340.01,1.388509353,2.84811,37637.5,52.43,6075.0,1.13,1836.0,454.6,False,False,Yanlış Pozitif
K07341.01,9.089355023,6.4006,101478.0,68.91,7675.0,2.015,1511.0,756.4,False,False,Yanlış Pozitif
K07342.01,0.94808587,8.03,229.8,37.72,6875.0,2.856,3359.0,145.3,False,False,Yanlış Pozitif
K07466.01,10.368552685,4.37878,153233.0,61.14,5855.0,0.944,845.0,3170.1,False,False,Yanlış Pozitif
K07468.01,13.8602646,74.26,481.1,19.71,5667.0,0.796,690.0,72.3,False,False,Yanlış Pozitif
K07469.01,13.639480425,3.12422,81103.0,44.0,5461.0,0.846,680.0,664.1,False,False,Yanlış Pozitif
K07472.01,6.882686062,5.47323,373662.0,60.49,5704.0,0.948,921.0,2842.2,False,False,Yanlış Pozitif
K07473.01,1.407937865,1.585,50793.0,19.09,4627.0,0.741,1179.0,137.3,False,False,Yanlış Pozitif
K06288.01,1.89117723,6.986,176.2,164.49,5086.0,6.86,3536.0,17.4,False,False,Yanlış Pozitif
K06289.01,52.884577,7.892,11969.0,48.13,6483.0,1.078,555.0,72.6,False,False,Yanlış Pozitif
K06290.01,1.429439352,2.424,3367.1,54.36,6491.0,1.371,2079.0,292.0,False,False,Yanlış Pozitif
K06292.01,2.821328194,5.02692,64776.0,40.0,6701.0,1.506,1807.0,1227.3,False,False,Yanlış Pozitif
K06294.01,11.961308501,4.6414,310679.0,51.58,5564.0,0.785,696.0,1907.8,False,False,Yanlış Pozitif
K06295.01,204.280255,37.2,10579.0,8.99,4907.0,0.727,236.0,35.1,False,False,Yanlış Pozitif
K06420.01,0.572079631,2.27811,127786.0,29.45,5233.0,0.639,1716.0,578.2,False,False,Yanlış Pozitif
K06421.01,0.822314545,3.3374,32.7,0.54,5709.0,0.938,1922.0,3.8,False,False,Yanlış Pozitif
K06422.01,31.005392846,3.073,560314.0,141.82,5023.0,1.784,682.0,1236.1,False,False,Yanlış Pozitif
K06423.01,2.189097,5.768,3001.0,13.92,3624.0,0.406,647.0,13.5,False,False,Yanlış Pozitif
K06424.01,17.51191534,5.678,728.8,52.64,4029.0,20.888,2246.0,41.0,False,False,Yanlış Pozitif
K06426.01,41.3701638,29.254,6907.1,59.95,4764.0,6.883,1133.0,91.3,False,False,Yanlış Pozitif
K06427.01,1.306220168,5.14519,481370.0,83.16,6600.0,1.124,2095.0,2019.4,False,False,Yanlış Pozitif
K06428.01,631.632,16.13,295.1,1.56,5689.0,0.894,201.0,8.6,True,False,Yanlış Pozitif
K06543.01,0.756511623,2.81832,41596.1,77.4,6343.0,1.417,2549.0,845.0,False,False,Yanlış Pozitif
K06544.01,10.845286549,4.3876,7473.8,319.52,5096.0,7.023,1682.0,416.1,False,False,Yanlış Pozitif
K06545.01,32.45541269,7.3736,136386.0,23.48,4869.0,0.543,392.0,180.9,False,False,Yanlış Pozitif
K06547.01,5.917085496,23.7545,563292.0,75.86,5661.0,0.987,1005.0,1331.5,False,False,Yanlış Pozitif
K06548.01,0.958871144,2.74361,232350.0,45.91,5530.0,0.892,1743.0,1191.2,False,False,Yanlış Pozitif
K06549.01,0.5402463,13.93,1148.0,6.2,7296.0,1.498,3249.0,1.6,False,False,Yanlış Pozitif
K06550.01,1.288046428,3.637,32.3,2.18,5216.0,3.871,2945.0,20.3,False,False,Yanlış Pozitif
K06678.01,4.200206781,5.21948,82364.4,105.07,6873.0,1.923,1737.0,943.7,False,False,Yanlış Pozitif
K06679.01,6.091954982,3.60482,36700.0,26.96,6063.0,0.913,1036.0,1508.7,False,False,Yanlış Pozitif
K06681.01,485.52409,11.04,4147.0,6149.09,5227.0,0.8,191.0,10.8,False,False,Yanlış Pozitif
K06682.01,0.76647343,2.46345,199901.0,42.33,5297.0,0.722,1628.0,545.0,False,False,Yanlış Pozitif
K06683.01,5.2439783,10.1,93.5,1.03,6029.0,0.956,1068.0,13.1,False,False,Yanlış Pozitif
K06684.01,5.2436639,10.53,93.5,0.88,6212.0,0.862,1059.0,10.4,False,False,Yanlış Pozitif
K06685.01,5.2438269,8.235,128.6,0.76,4634.0,0.689,743.0,11.3,False,False,Yanlış Pozitif
K06812.01,0.56678702,3.074,7.5,0.27,6045.0,0.999,2356.0,11.2,False,False,Yanlış Pozitif
K06813.01,2.19642864,4.933,99.5,0.79,5376.0,0.806,1193.0,11.8,False,False,Yanlış Pozitif
K06814.01,2.19635512,9.65516,266552.0,82.04,6438.0,1.273,1793.0,2132.0,False,False,Yanlış Pozitif
K06815.01,26.718417546,8.14155,72975.7,66.69,5957.0,1.286,727.0,2173.1,False,False,Yanlış Pozitif
K06816.01,0.615787196,3.067,110.6,3.5,6315.0,3.075,3886.0,23.9,False,False,Yanlış Pozitif
K06817.01,548.08441,17.66,560.0,2.35,5780.0,1.0,222.0,7.4,True,False,Yanlış Pozitif
K06818.01,2.213964145,6.7598,123355.0,57.06,6256.0,1.514,1891.0,951.4,False,False,Yanlış Pozitif
K06942.01,1.025534511,3.52048,110948.0,43.68,6267.0,0.919,1896.0,3769.0,False,False,Yanlış Pozitif
K06943.01,7.64941291,6.56935,236246.0,53.4,6387.0,1.076,1050.0,9054.7,False,False,Yanlış Pozitif
K06944.01,13.174807933,3.37392,71070.9,51.06,6067.0,0.997,811.0,1812.6,False,False,Yanlış Pozitif
K06945.01,0.655094658,6.159,372.0,26.41,6063.0,1.012,2173.0,59.5,False,False,Yanlış Pozitif
K06947.01,0.692239369,2.91121,62962.0,67.05,6163.0,1.358,2594.0,469.2,False,False,Yanlış Pozitif
K06948.01,17.030857558,4.24308,77832.4,73.8,5575.0,1.423,836.0,1947.8,False,False,Yanlış Pozitif
K07077.01,43.797829003,7.70289,415020.0,93.43,6860.0,1.292,668.0,1375.1,False,False,Yanlış Pozitif
K07078.01,4.254417651,6.55436,294547.0,133.79,6292.0,1.235,1360.0,2074.5,False,False,Yanlış Pozitif
K07079.01,18.778162159,8.1018,488408.0,127.57,6794.0,1.71,1002.0,3788.7,False,False,Yanlış Pozitif
K07081.01,1.575710265,6.83787,173954.0,246.75,5017.0,4.293,2630.0,1975.1,False,False,Yanlış Pozitif
K07082.01,2.534740757,4.85013,364349.0,52.52,5810.0,0.781,1230.0,675.7,False,False,Yanlış Pozitif
K07083.01,37.59406667,8.9943,28617.7,43.08,5941.0,0.917,554.0,485.8,False,False,Yanlış Pozitif
K07084.01,3.6972959,21.335,19.7,1.07,6313.0,1.594,1571.0,23.6,False,False,Yanlış Pozitif
K07085.01,6.855624762,3.02199,70873.0,33.93,6109.0,0.931,987.0,1397.7,False,False,Yanlış Pozitif
